time,kf_x,kf_y,odom_x,odom_y
1751764262.3059187,-1.7071954113483367,0.20387394042568188,-1.8235625298333513,0.21131605730839817
1751764262.3748612,-1.7066490655198427,0.22570904521549845,-1.8240483645343926,0.225497451261702
1751764262.4757886,-1.7090718875862383,0.2395019444492051,-1.8245811184397942,0.24598434764062693
1751764262.5442924,-1.7149876281908607,0.2601377250332976,-1.8248265604649176,0.26016504689105696
1751764262.6457837,-1.7105055611207671,0.27452866351211513,-1.8249162941737596,0.28106215809835483
1751764262.7148707,-1.7145130616754913,0.29523668478303394,-1.8248041182246226,0.2952493237442335
1751764262.8168535,-1.7100054402493496,0.31023515944274327,-1.8244331492613095,0.31731046371031685
1751764262.8855467,-1.7083927726154964,0.331680083824351,-1.8240688555569906,0.3314919235596205
1751764262.986913,-1.7075363379529982,0.3465180063113748,-1.8233200711965025,0.353940496644881
1751764263.0556495,-1.7052721611758708,0.36824273249113415,-1.8227178656117617,0.3681227471926483
1751764263.157858,-1.706520267973767,0.38207816879591083,-1.8215746712958274,0.38859190344925854
1751764263.2269678,-1.710598481775307,0.4027004495317326,-1.8206061870570103,0.40274550868834885
1751764263.3279288,-1.705000495976271,0.4176472343003431,-1.8189540949372816,0.4243515082223964
1751764263.3969374,-1.705196809691075,0.43793400432142693,-1.817817311925271,0.4377003739754002
1751764263.4983654,-1.703998992966148,0.4525937829101581,-1.8157940946616846,0.4600570098155559
1751764263.5677333,-1.698146137515268,0.4743669821344607,-1.8144519660302638,0.47418202895741046
1751764263.668724,-1.6980117270577562,0.48809557056902786,-1.8123357176612007,0.4945644122076614
1751764263.7375062,-1.7009967283230403,0.5085283972476866,-1.8107586363148356,0.5086578064425982
1751764263.838595,-1.6947211063674112,0.523415581336917,-1.8082726970377103,0.5301741083444297
1751764263.9072769,-1.6940691536381265,0.5436737181151554,-1.8066821462727964,0.5434691599235295
1751764264.0093198,-1.6924178793167555,0.5582687062821937,-1.8039717080001036,0.5657462993975709
1751764264.077747,-1.685941268975147,0.5799525023254803,-1.8022451188239557,0.5798183761045494
1751764264.1798391,-1.6838906357076406,0.5946292925145913,-1.799487589000536,0.6020866143048043
1751764264.24895,-1.6802537507275663,0.6162433903656126,-1.7977635322122982,0.6161565924185289
1751764264.34996,-1.6806786641048164,0.6299990828821234,-1.7952908287367728,0.6364781399343655
1751764264.4185724,-1.6838099645947338,0.6504306905547595,-1.79359181483725,0.6505443134032266
1751764264.5210962,-1.6774830904008078,0.6652627356831811,-1.791014624404214,0.6720393646153452
1751764264.5893662,-1.676852956031137,0.685436842381891,-1.7894318085743945,0.6853289539471205
1751764264.6908185,-1.6752968083379427,0.6999798109840404,-1.7867789359657305,0.7076132254691941
1751764264.7602973,-1.6687324390613576,0.7217020137232631,-1.785089227805294,0.7216888236332676
1751764264.860973,-1.6683973505045258,0.7354841029611812,-1.7826288287236456,0.74201429387566
1751764264.9293454,-1.671178959279382,0.7559444091815826,-1.7809386383952737,0.7560877348016626
1751764265.0309687,-1.664728038349427,0.7707603138200858,-1.7781483235548665,0.7779729595467915
1751764265.1005626,-1.6606481823145804,0.7920145443627908,-1.7762491129767701,0.7920295118288071
1751764265.2014997,-1.6582140579264348,0.8067646184250377,-1.7731290169962424,0.8142560158912313
1751764265.270167,-1.6537259316330135,0.8283927970152917,-1.771099363129176,0.828297072282005
1751764265.371846,-1.6536409707108426,0.8421191534502149,-1.768023537178061,0.8485490762073251
1751764265.4407587,-1.6559976201933502,0.8624938766066346,-1.7658507156894032,0.8625591486976288
1751764265.541871,-1.6490656211360368,0.877244525323798,-1.762375993779568,0.8839453693739132
1751764265.6109893,-1.6475891155120599,0.8973431505866648,-1.7601727225218122,0.897151537810273
1751764265.7126887,-1.6452451379078665,0.9118271958812949,-1.7564735502905613,0.9188937695483418
1751764265.7811105,-1.6391050440551624,0.9328786939863504,-1.7539542287456913,0.9328623614324235
1751764265.8825986,-1.6355201059964874,0.9475490022268075,-1.7498459862532625,0.9549229141603038
1751764265.9514015,-1.628221292186334,0.9697275044254964,-1.7470395685609663,0.9696428642368676
1751764266.0528958,-1.6243971180667525,0.9843350679288694,-1.7424333454362153,0.9916515237589756
1751764266.1212945,-1.6189663772357716,1.0061991842901918,-1.739008666932158,1.006246911229769
1751764266.2226818,-1.6153622259546574,1.0208548117138072,-1.733651888814293,1.0276648206841799
1751764266.2915215,-1.6130194468349037,1.0416012740531717,-1.730034814254329,1.0413820865307517
1751764266.3927042,-1.6112420040544835,1.0552060688172373,-1.7242854775434153,1.0618954857998961
1751764266.4608097,-1.6044375778038675,1.0763197005381944,-1.719988277434719,1.0762456688501936
1751764266.5631216,-1.597431229281793,1.0906446430602368,-1.7131391656599402,1.097662122119802
1751764266.6315892,-1.5887671140234227,1.11174966201176,-1.7084344912439184,1.1114731890474647
1751764266.733147,-1.5868007132972042,1.125214268445969,-1.7011817663811604,1.1319086934858176
1751764266.8028197,-1.5784073381719597,1.146085074942825,-1.695952747223164,1.1459537475951138
1751764266.903597,-1.573203751334857,1.1593700092215813,-1.6881726013575158,1.1657795271306892
1751764266.9721794,-1.569569522281291,1.1784826678288174,-1.683054279910148,1.1781736946758214
1751764267.0739985,-1.567605884650487,1.1912156474620867,-1.674438367083248,1.198078314749708
1751764267.1427064,-1.5518680916152547,1.2118339491410681,-1.6682426517037197,1.2117336375851322
1751764267.2444441,-1.542946974434962,1.2253587977359783,-1.6585479745003788,1.231596238383932
1751764267.313412,-1.5350512707408872,1.2448115967740343,-1.6518732795284135,1.244585561810489
1751764267.4151657,-1.5266197608644176,1.2579732997143054,-1.6410686875688787,1.2643160723282525
1751764267.483226,-1.5139082481755972,1.2774616922491193,-1.6335552145760575,1.2772965842401482
1751764267.585567,-1.5058109020572474,1.2902946265716908,-1.6217780121660441,1.296471721540232
1751764267.6542647,-1.4934203329084648,1.309262071198533,-1.6135462489246861,1.3090203306445227
1751764267.7557526,-1.4848209523736835,1.3216294643509106,-1.600665587845174,1.3274513526373786
1751764267.824893,-1.4717523824775762,1.3399978819728642,-1.5918895263417925,1.3396073508550788
1751764267.9272547,-1.4627251463872861,1.3519066162859619,-1.5782828437733893,1.3575208628339819
1751764267.9959211,-1.4487651238518156,1.3694521489085794,-1.5689282824621473,1.3692427565642415
1751764268.0978107,-1.4391838271355795,1.3809774917607551,-1.554480503721594,1.3864839278544507
1751764268.1661382,-1.4283690772867084,1.3969611883229365,-1.5456544732642852,1.3965824817330934
1751764268.2684293,-1.4246005531144998,1.407231518038134,-1.5310320371026123,1.4126160455659555
1751764268.336746,-1.4039733689974423,1.42377699747431,-1.5207277648515451,1.423501498415657
1751764268.4388912,-1.3913820465989462,1.4345408484170812,-1.504935929666954,1.4395098077822202
1751764268.5078235,-1.3743053667413339,1.4502272969362966,-1.4941614391897098,1.4499428595036807
1751764268.6092954,-1.3631400406214926,1.4604586905440184,-1.477632795805362,1.465203465956022
1751764268.6774223,-1.3482422990938048,1.474846818488727,-1.466993638089567,1.4746083714386986
1751764268.778562,-1.3400644796787495,1.484281749553792,-1.4501733187546388,1.4889333886819758
1751764268.8472195,-1.320083020360002,1.4986059196122412,-1.4385579908244368,1.4984076406632718
1751764268.9492016,-1.3072949834738323,1.5079769565305865,-1.4208297964543042,1.512255475179027
1751764269.0177429,-1.2886896760244209,1.5213826887852193,-1.4087491934874616,1.5211468023588222
1751764269.1200273,-1.2763714206743833,1.530111191431172,-1.3909768111373262,1.5336050522449611
1751764269.1886752,-1.265684311601346,1.5414167099549452,-1.3798481689649802,1.5410989398669246
1751764269.2907102,-1.254233785372079,1.5494113479447773,-1.3610081915460097,1.5533445353731883
1751764269.3595076,-1.232352840033495,1.5611139969689998,-1.3490028693531815,1.560912576611922
1751764269.460978,-1.2215076851820235,1.568705966187221,-1.3301570368113087,1.5724190061767878
1751764269.5296724,-1.1989868317656345,1.5801940612282839,-1.3172255928757504,1.579993323954734
1751764269.630574,-1.1847912625342336,1.5876589592611585,-1.2983101072955878,1.590677703884834
1751764269.699659,-1.1722790256069975,1.5971871564905373,-1.2864520291451143,1.5969881453823171
1751764269.8015645,-1.1598803945197051,1.6039273619959815,-1.266341452899687,1.6071005174068718
1751764269.870326,-1.1366855396744573,1.613442559679866,-1.253521164579613,1.613257049167817
1751764269.971873,-1.1250927055019326,1.6195784187765878,-1.2334469695291308,1.6225263271176693
1751764270.0413394,-1.1015615123960734,1.6286380861519512,-1.220056160194084,1.628396894029353
1751764270.1425858,-1.09031875008063,1.6341788282287457,-1.200725335983158,1.6364351161985058
1751764270.2115366,-1.076613584390208,1.641603621388474,-1.1882627191138357,1.6413832561623787
1751764270.3132546,-1.0622878301458294,1.6469106972560827,-1.167600090400672,1.6492855736320482
1751764270.3823297,-1.0394046163152248,1.6545041488420085,-1.1543175912803572,1.6542557374754825
1751764270.483573,-1.024414308188441,1.6596079686950058,-1.133186938347802,1.6619533188985942
1751764270.5521321,-1.002212315379285,1.6669759584533084,-1.1198082062748698,1.666708867825714
1751764270.6534526,-0.9912482853856472,1.6715468356354173,-1.1004710980900945,1.6735685698131344
1751764270.7221644,-0.9774161999218101,1.6781061744185388,-1.0873934779122445,1.6780416916018364
1751764270.8239143,-0.9624286664690354,1.6825697605412853,-1.0675397581400952,1.684612476942366
1751764270.8920789,-0.9444510061150451,1.6889645736919985,-1.054814392990276,1.688765838218326
1751764270.9937778,-0.9354236882514932,1.692807168264342,-1.0367600065949267,1.6945198984818792
1751764271.062171,-0.9239869408862451,1.6981117683406644,-1.0254388825128935,1.6980087466360303
1751764271.1639283,-0.9166857171620209,1.701461003126103,-1.009202014942831,1.7029191789540865
1751764271.232496,-0.9075894578303149,1.7061017125023978,-0.998993460143296,1.7059861018247973
1751764271.3349164,-0.9024302306513006,1.7090511079637838,-0.9846263734195789,1.7102642106996078
1751764271.4033873,-0.895256257393647,1.7130368714569788,-0.975562240547324,1.7129424602294803
1751764271.5058315,-0.8909869984986529,1.715472683906894,-0.9630487723615816,1.7165807225777023
1751764271.5745637,-0.883290525461177,1.7190567390954925,-0.9547143056525006,1.7189793338264532
1751764271.6759706,-0.8764730832004726,1.7214305440935542,-0.9430121597051239,1.7224843669201306
1751764271.7442427,-0.8700956288788534,1.7247739513832032,-0.9358394266027025,1.724669603332491
1751764271.8459399,-0.867788653153319,1.726763473940044,-0.9256605736594979,1.7277780318725267
1751764271.9144194,-0.8611619575934935,1.7298556638201743,-0.9192634742292503,1.7298036507980166
1751764272.0168614,-0.8587891467616868,1.7316856929236835,-0.9105678074717907,1.7324945017840312
1751764272.085543,-0.8566592570437275,1.7340533123697717,-0.9052793416750504,1.7340724855500127
1751764272.1868744,-0.8539977684256753,1.7356210371185472,-0.8972979111233654,1.7363642271790025
1751764272.2556937,-0.8494574417481473,1.7376774401225443,-0.8927518288234284,1.7376210176617966
1751764272.3568413,-0.8479955409410991,1.73892603682839,-0.8859003154277325,1.7395107384852235
1751764272.4255497,-0.8426719058359495,1.7406894971748577,-0.8813053634188958,1.7407141269258055
1751764272.5270722,-0.8383051631033124,1.7418183976212034,-0.8755182155729209,1.7421420810942518
1751764272.595786,-0.8500805911407683,1.742284010295349,-0.8753987279188201,1.7421698198258009
1751764272.6971848,-0.864752757530736,1.7423833079012931,-0.8753982502326716,1.7421697254057844
1751764272.7654147,-0.8732022516880805,1.7423384876867964,-0.8754000701076684,1.7421697216720422
1751764272.867661,-0.8745842404046357,1.7423847561099808,-0.8754033554880931,1.7421691566246207
1751764272.9367218,-0.8750689104722036,1.7423579608002047,-0.8754038958163004,1.7421694535426946
1751764273.0374637,-0.875132802325949,1.742299008321747,-0.8754022423150887,1.7421703742917685
1751764273.1066458,-0.875170583104892,1.7422126719885282,-0.8754006376305081,1.7421710898292777
1751764273.2078211,-0.8751848946134162,1.7421848870119019,-0.8753993424512245,1.7421717842007471
1751764273.2765405,-0.8752419942818678,1.7421619568709372,-0.875399548098374,1.7421718399204391
1751764273.37792,-0.8752434539876296,1.7421532794108419,-0.8754017498449906,1.742171475067028
1751764273.446891,-0.8752336101132866,1.7421463307821579,-0.8754030295957717,1.7421712427815128
1751764273.548614,-0.8752533898288275,1.742147723416747,-0.8754030957958258,1.7421711836368965
1751764273.6172748,-0.8753046902383901,1.7421563725054543,-0.8754022405374212,1.7421712954762607
1751764273.7188134,-0.8753361733288213,1.74216181735007,-0.8754008449486113,1.7421714971845954
1751764273.7877283,-0.8753578744205333,1.7421649502915166,-0.8754005479143039,1.7421714686788228
1751764273.8886368,-0.875367265786405,1.7421653553784044,-0.875401270160985,1.7421711445765036
1751764273.9574096,-0.8753906856724425,1.7421676065118576,-0.8754020752203989,1.74217084941454
1751764274.058688,-0.8753943793742766,1.7421675366055513,-0.8754027209286369,1.7421705433822066
1751764274.127065,-0.8753939825596248,1.7421675191641184,-0.8754025298905773,1.7421704972101928
1751764274.2289245,-0.8753938536430123,1.7421684520740652,-0.8754016186016305,1.7421705780919936
1751764274.2972567,-0.8753926139980803,1.7421690639045473,-0.8754010900642984,1.742170621465735
1751764274.3988814,-0.8753935641206808,1.7421690209114205,-0.8754009626332001,1.7421705454207168
1751764274.4679642,-0.8753989838988432,1.742169297406826,-0.8754013221720465,1.7421703967845499
1751764274.569587,-0.8754022706829268,1.742169438294939,-0.8754019487240903,1.7421701673705086
1751764274.6385748,-0.8744897987293256,1.7423847186439303,-0.8741610555998732,1.7424629455329235
1751764274.7407217,-0.8547543053128708,1.7434980628975376,-0.8636716048765042,1.7448848442854108
1751764274.8095179,-0.7931462879274962,1.7472286861261803,-0.8510583796660335,1.7477380762586252
1751764274.9108508,-0.7456629204784991,1.7505759820767828,-0.8291375008203827,1.7525546205642313
1751764274.9794788,-0.7030628006818342,1.7552510931821763,-0.8152700554923205,1.7555067127595658
1751764275.0809314,-0.6899310254958302,1.75809142477005,-0.7955933131313492,1.7595606704377458
1751764275.1495314,-0.6694742020064373,1.7624048799072962,-0.7809128509769991,1.762485577308456
1751764275.2515943,-0.650629040956473,1.765187620735291,-0.7604067990317437,1.7664344184577152
1751764275.3208456,-0.6359944418439357,1.7690717673598677,-0.7464587617574371,1.769023614021145
1751764275.4215186,-0.6171909161217822,1.7717211583742105,-0.724735470489624,1.7729130188110427
1751764275.4907057,-0.5950894555594025,1.7754147709910937,-0.7107526679174752,1.7753218209564905
1751764275.591669,-0.5801055253718232,1.7779170867263356,-0.6886151927994771,1.7790672361797901
1751764275.6599298,-0.5572504339645159,1.7815809521693171,-0.6746330048172339,1.7814436222519852
1751764275.7616982,-0.5455976842500166,1.7838629341744552,-0.6544514937121466,1.7849255022569503
1751764275.8301644,-0.5309184274564519,1.7873493726648044,-0.6404934460826721,1.7873651841106577
1751764275.931831,-0.5116262743204549,1.7899718793731307,-0.6188214748266971,1.7912900997673862
1751764276.0004017,-0.48947944545428884,1.7939552340963936,-0.604909745976522,1.7939003215992093
1751764276.1017594,-0.4745218097731256,1.7966621579761624,-0.5828240167291909,1.7979908561663889
1751764276.1701732,-0.45152501247586985,1.8003829207107234,-0.5688465346530912,1.800379627564936
1751764276.2729306,-0.43982440581764626,1.802584487277284,-0.5485990978799695,1.803585295613778
1751764276.3416865,-0.4251405545189441,1.8057109672013343,-0.5345848206213822,1.8056309426690391
1751764276.4423969,-0.40592443245803983,1.8080072961029392,-0.5128083794567325,1.8088309057484269
1751764276.511229,-0.38356798528097835,1.811140636047909,-0.4987968845809796,1.810933058195809
1751764276.6132572,-0.36853819497380796,1.8131966642830222,-0.47700305169222634,1.8141177613101762
1751764276.6823022,-0.34726904741336234,1.8160086262808275,-0.46292950182424175,1.8160070917234905
1751764276.7834954,-0.332235129893212,1.8178223434403908,-0.4406893717842785,1.81885412662235
1751764276.8522837,-0.3093307321106583,1.8206241051124608,-0.4266563255129994,1.8206519713753369
1751764276.9538481,-0.2976643933957625,1.8224100098351923,-0.4063849017448796,1.8232772315357388
1751764277.022117,-0.2828859108931142,1.8251339414107925,-0.3923675965078071,1.8250991792286753
1751764277.1238184,-0.2636966005592538,1.827295443254984,-0.3709696133556424,1.8280608406020067
1751764277.1925347,-0.24528022465601235,1.8300162052710542,-0.35772261629927643,1.829951582129757
1751764277.2937653,-0.23083713320768856,1.832000390824787,-0.33552098028919614,1.8330887530401192
1751764277.3621612,-0.20316631521330314,1.8351558431603652,-0.32074920246241273,1.8351615697002146
1751764277.463849,-0.18735443698151577,1.8374186082190216,-0.29939438372378313,1.8384655111478516
1751764277.532827,-0.16974320820817373,1.8407877333478628,-0.2850617011238585,1.8408552493151313
1751764277.633914,-0.15321218426713956,1.8432844973506601,-0.26337891498928073,1.8446272916931885
1751764277.7031922,-0.13335817914296028,1.847088294930765,-0.24944717696602134,1.8471626509653853
1751764277.8047135,-0.11893895916378111,1.8497585393296172,-0.2274185540226807,1.8512532795313072
1751764277.8739533,-0.09627451914784452,1.8537279575742496,-0.21351674954876046,1.8538418436460635
1751764277.9754949,-0.08403717338680555,1.856358380004438,-0.19184400608659952,1.8578392749742134
1751764278.044437,-0.059191520910906736,1.8601064776632543,-0.17749094723730038,1.8602815592931277
1751764278.146794,-0.04758127590292682,1.8626317238265178,-0.15733100462446561,1.8637132505536398
1751764278.215261,-0.03347722408865739,1.8660543876682385,-0.1433758033630236,1.8660628563007775
1751764278.3174465,-0.014407513978160424,1.8684740231378474,-0.12163192145717339,1.869624651137655
1751764278.385894,0.007898998187535089,1.8718915182442777,-0.10763050369632386,1.871850369147834
1751764278.4876685,0.022866985341919,1.8741419063010054,-0.08546799241460082,1.8752418018947923
1751764278.556373,0.04579797156456955,1.8773647868082677,-0.07146494406371692,1.8773056735908473
1751764278.6577144,0.058178549160299076,1.8794082707019346,-0.0496408052440549,1.8803926432697162
1751764278.7267978,0.08310213141387696,1.8823373215439942,-0.03520130306960173,1.882288359359868
1751764278.8276932,0.09527950356946574,1.8839967282234629,-0.01445025054961645,1.8846444115351801
1751764278.8962924,0.11026788616800637,1.8860900599597021,-0.0011110936403900759,1.8859618892096788
1751764278.997875,0.12548065662762098,1.8873742274285163,0.021249963692499898,1.8878400986962014
1751764279.0672584,0.15159502880611214,1.8890202769371884,0.035381745801951255,1.8888249132401098
1751764279.1687846,0.16484379946423505,1.8898683980195652,0.057391559157366434,1.89007015530587
1751764279.2374358,0.19015647581975337,1.8909716261482632,0.07193764110830599,1.8907540756399295
1751764279.3391287,0.20242682577699117,1.8914172916159266,0.09280485174533529,1.891438171725729
1751764279.4075654,0.2176027298573811,1.8917523735783146,0.1062194336881773,1.8916470422444611
1751764279.509171,0.2328735241070346,1.8917442262600932,0.12868064268808668,1.8915216984668903
1751764279.5781367,0.2591977652989429,1.891273398131675,0.1428525131347936,1.8911124445845757
1751764279.6804943,0.2741945069311622,1.8906712014336091,0.16527996960412022,1.89002120453499
1751764279.7494721,0.29928611528806454,1.8892176267354457,0.1802414679171732,1.8889832235381596
1751764279.8506603,0.3146679069666907,1.887908262930206,0.2018322282736775,1.8869694297477606
1751764279.919551,0.3321593665549398,1.8854536181699542,0.21631149935535354,1.8852319263705093
1751764280.0208592,0.3487151357560565,1.883414339599551,0.2385810114454462,1.881988409127235
1751764280.0893507,0.3730071918244849,1.879557694284211,0.25335358005100095,1.879348655194829
1751764280.1914518,0.3879973655665602,1.8766048141917728,0.2753556112925522,1.8745994564027388
1751764280.2637482,0.4101875293371862,1.871041857080958,0.28987282806687303,1.8707767878951918
1751764280.3636706,0.42460907197587605,1.866987373716141,0.31146307705946136,1.8643720500612215
1751764280.4322588,0.44554314162594016,1.8601218881587716,0.3249747390290982,1.8598135951065577
1751764280.5335855,0.45220106059587895,1.8553176929534452,0.34452696187580645,1.8521485049817543
1751764280.6025147,0.47383183277666485,1.8464276039231553,0.35825177913288636,1.846016357348152
1751764280.7036455,0.48836885182460943,1.8400412508507478,0.3773420413955335,1.8363889429246707
1751764280.772531,0.5071343506296833,1.829484248544692,0.39045825445285404,1.8289844641933095
1751764280.8738856,0.5218221080278227,1.821661463317221,0.40885308941894305,1.8173023219525162
1751764280.9423788,0.5363736287873345,1.8097446131605457,0.4201979348365088,1.8093047125017707
1751764281.0437603,0.5429774068531638,1.8015611980980644,0.4364379830113607,1.7966130258822204
1751764281.1126907,0.55905273343983,1.7879224855529232,0.44692980318816083,1.7875249825866815
1751764281.2143726,0.5672733938862192,1.778674825891926,0.4620608905201468,1.7730458095608497
1751764281.2833622,0.5853938319042635,1.7621932793816641,0.4721086083928632,1.7622257448845302
1751764281.3847997,0.5979063370513167,1.7510815763539005,0.4855131094457299,1.7458211428918984
1751764281.4530978,0.6106604584361772,1.7340972145262643,0.494264442254226,1.7337034508285725
1751764281.5548558,0.6212018122247607,1.721688664874199,0.5060137340030978,1.7153687668929283
1751764281.6229837,0.629001185544892,1.7034863627266137,0.5128682569495503,1.7033339492493542
1751764281.7255795,0.6310308932680972,1.6915349667530233,0.5224951328600853,1.6847300656755344
