time,ekf_x,ekf_y,odom_x,odom_y
1751759748.032178,-1.9675426475291424,0.28946335741627693,-1.835145034252497,0.2799613138801231
1751759748.102109,-1.979006611267467,0.31391925968736517,-1.8355937989177828,0.29370131248444653
1751759748.2018437,-1.9520663704217422,0.3264328536214254,-1.8360564777700692,0.3145339832756443
1751759748.2712483,-1.9411098374554514,0.3523399304673545,-1.8362337532557655,0.3295060311872703
1751759748.3716016,-1.9969108345723752,0.3735034251938702,-1.83630512418211,0.34954589700759675
1751759748.4415932,-1.9482087941150457,0.38428308895941565,-1.8362662327613837,0.36446182973968283
1751759748.5420897,-1.9524489222857853,0.40541587903659465,-1.8360794340551783,0.3860767777863809
1751759748.612198,-1.9538803530919184,0.42082075459912005,-1.8358613676494082,0.40060046608924704
1751759748.7133143,-1.9553959442326976,0.43813208062480086,-1.8353953901555995,0.4226069118935416
1751759748.783513,-1.9572541669733703,0.45801356005188837,-1.8350066462877923,0.43678455573046177
1751759748.8837085,-1.9356165875383788,0.48104291622816636,-1.8343064205810582,0.4575462926644186
1751759748.9539645,-1.9474269229666785,0.5028755158239404,-1.8337604331177129,0.4724962142263674
1751759749.0539703,-1.967900771374251,0.5163094943620209,-1.8329416802092053,0.4925211015363693
1751759749.1243858,-1.9442433650268869,0.5366840783551837,-1.832218505868561,0.5074259418105806
1751759749.2238855,-1.9729925619599182,0.5502838417341198,-1.830930244422888,0.5290139519119872
1751759749.2934895,-1.9651225967056063,0.5710307034808187,-1.8299666173002027,0.5427263093725565
1751759749.3938777,-1.935752046833787,0.5806711754028567,-1.828316082520244,0.5631049509196364
1751759749.4631982,-1.9225646884137033,0.6145507708778996,-1.8270221852323494,0.5772335190208475
1751759749.5645194,-1.9526903777091178,0.6331971973376421,-1.8249807100425242,0.5971786331637571
1751759749.6340237,-1.9550614780344608,0.6507949238983219,-1.823321890455434,0.6120009945413385
1751759749.7348008,-1.918624882756984,0.6532808572921732,-1.8207958164878417,0.6334686700044375
1751759749.8039374,-1.9396586876374962,0.6898816530255674,-1.8191038733631584,0.6471033402136007
1751759749.9057248,-1.950442326193348,0.7084768424616341,-1.816459057608787,0.667364778368514
1751759749.9753213,-1.9329427826434538,0.7323942071823005,-1.8146066761967596,0.681413804930508
1751759750.0753195,-1.9435074590934722,0.7509919940050714,-1.8119660561441921,0.7012694806257023
1751759750.1454287,-1.9359632725739129,0.7701948680332799,-1.8099809552401278,0.7160412528172782
1751759750.2459667,-1.9508265097157254,0.7967056771038376,-1.8071108322658032,0.7374493579428913
1751759750.315477,-1.9402613605107182,0.8070981753446558,-1.8051839943110672,0.7518360043927061
1751759750.4159672,-1.9745764266473238,0.8330878003475607,-1.8022651380716124,0.7736400569174948
1751759750.4860454,-1.908280791428285,0.8312657095965761,-1.8004211423796346,0.7872509938332396
1751759750.586859,-1.9467352117769032,0.8591791754173929,-1.79749536752021,0.807872458086617
1751759750.65621,-1.9089516222063574,0.8729814639074662,-1.795302305908315,0.8226781936398021
1751759750.756828,-1.9532160030863883,0.9127946995300416,-1.7920562391196715,0.8436478045838158
1751759750.826785,-1.9303326676132824,0.9221675323327733,-1.7896988826058138,0.8583703187230719
1751759750.9266205,-1.9205571714499434,0.9371557336472407,-1.7862337676321915,0.8797057280217933
1751759750.9963536,-1.8991109246689744,0.9473140208887494,-1.7839394873159733,0.8932545141951914
1751759751.0968676,-1.8735458550920354,0.9514108726929278,-1.7802438076948233,0.9137634442588506
1751759751.167494,-1.880719197810167,0.9836583738231063,-1.77743622181673,0.9284722496135717
1751759751.2675288,-1.8506159186238926,0.9828803388104203,-1.7732790972550108,0.9492798545556048
1751759751.337306,-1.8941998297131837,1.0256460775010812,-1.770582314877833,0.962348381426615
1751759751.4379098,-1.9215575802278775,1.0604906485272725,-1.7660422412595531,0.9834938407380966
1751759751.507936,-1.8835547988486538,1.0609123386601929,-1.7627738248176854,0.9976594459241288
1751759751.6080928,-1.8511804413690323,1.0611443053332936,-1.7576028031625675,1.0186662543349032
1751759751.6778693,-1.8518149842775504,1.091704465081768,-1.753855658263334,1.03316461087684
1751759751.7788477,-1.8809259803824487,1.1238862249330412,-1.7479395522630938,1.054846030155495
1751759751.8487487,-1.853192344795864,1.1276516184993166,-1.7440268603184035,1.0684334704445166
1751759751.9487224,-1.850776522976478,1.1371643255206465,-1.7376209840036643,1.089512504340694
1751759752.0186174,-1.879908370450535,1.181660493159693,-1.7330041814383375,1.1037744013865285
1751759752.1195889,-1.8481395572873318,1.1896810812380254,-1.7259700139122451,1.124233508465298
1751759752.1895235,-1.850299022035295,1.2260086086406885,-1.7210521239891792,1.13791588812812
1751759752.289768,-1.8249313730892485,1.224902991551785,-1.7130737497612643,1.1589360553893089
1751759752.359545,-1.8193703533798156,1.2534905531112828,-1.7074777638894558,1.17284071023523
1751759752.4597437,-1.8319097992371778,1.2842656826631167,-1.6991940570556252,1.1924085261923925
1751759752.5293863,-1.7983661603375454,1.2851663625371774,-1.693100404269916,1.2060492176505493
1751759752.6307578,-1.810237434316765,1.3234937911476998,-1.683829618480034,1.225615878567225
1751759752.7003996,-1.7842533583991194,1.331873044723184,-1.6774556805347243,1.2383171130826083
1751759752.8007166,-1.7923304791639756,1.3459198885019252,-1.6672801801116044,1.2574235892751138
1751759752.8702993,-1.730978322649524,1.3333705568550351,-1.660039919254327,1.2705363864711814
1751759752.9705856,-1.7738174728418803,1.3759254727751653,-1.648765801683831,1.290001782018103
1751759753.0403914,-1.76713963224393,1.406091239104489,-1.6409228698652274,1.3027912905668597
1751759753.1407936,-1.7461998592622876,1.409706488824603,-1.629130222213026,1.3209464791736725
1751759753.2099357,-1.7515345105221625,1.4308262686239492,-1.6208934756727948,1.3330152668182387
1751759753.310592,-1.7073998854586157,1.423666293621836,-1.6078406231161708,1.3513209209914325
1751759753.3804462,-1.7236380542414285,1.4756768632443362,-1.5988482396960322,1.3633210607125628
1751759753.481144,-1.6706898080418353,1.4475849247854726,-1.5857052471664117,1.3800955369881054
1751759753.5504694,-1.6651790124399082,1.4627803125410288,-1.5761734831803251,1.3916752207366612
1751759753.652473,-1.6863872049127129,1.5065525385974874,-1.5619305971069188,1.4080653818316202
1751759753.7230136,-1.6242277776864358,1.4901922865631165,-1.5518383959604978,1.4191451311572467
1751759753.8226187,-1.628465692078206,1.5223330448914203,-1.5363771806543418,1.435479995626562
1751759753.892673,-1.6378083752562833,1.5571356469858646,-1.5258083885623597,1.4461187523926022
1751759753.9931285,-1.6112707415644212,1.5595894202964258,-1.5101604215495588,1.4611524614743594
1751759754.0620055,-1.5991602685001638,1.5832307564119201,-1.5003331035787364,1.4702843950140532
1751759754.162993,-1.5718172556265604,1.573917547814275,-1.4835575240986356,1.485256968927274
1751759754.2321467,-1.5694778874444881,1.5913616734895013,-1.4733565394868753,1.4939702056823194
1751759754.332975,-1.5966324167748307,1.6367760220242404,-1.4565508406374643,1.5077069179180271
1751759754.4025857,-1.5601621850431617,1.6408100626239666,-1.4446992221922506,1.5169026465052629
1751759754.5037086,-1.508577220894016,1.6191380160919397,-1.4272335346586764,1.529785515005461
1751759754.5735765,-1.502056757461525,1.643937680557295,-1.4162846218444347,1.537539457320197
1751759754.67424,-1.5014062254980538,1.662926306746049,-1.3976258206458265,1.5501144147124872
1751759754.744543,-1.4572661129845221,1.652650599056114,-1.3863049774865157,1.5573197687357434
1751759754.8447394,-1.4706765285816348,1.685549809060787,-1.3677539089527482,1.5685693712974715
1751759754.9146478,-1.4281306019910502,1.6670423379924206,-1.3548000566584044,1.5761108572452445
1751759755.0342345,-1.4120467774672136,1.6756317798314513,-1.341722340846272,1.583435338011176
1751759755.089141,-1.4279561054729524,1.7185022765639568,-1.3240218654390254,1.5929886496654762
1751759755.1855793,-1.4028583058641224,1.7103566239110013,-1.3050885283006997,1.602745572063684
1751759755.2553551,-1.3956355456750305,1.7333005270456527,-1.2923658288734248,1.6090409739242375
1751759755.355793,-1.3659032571357301,1.733154601758163,-1.272041242047391,1.6186513879696378
1751759755.4257498,-1.3627779992546858,1.7381107535946358,-1.2583946178912702,1.6248187372578213
1751759755.5258276,-1.338574265205616,1.7323176893125394,-1.2392629461707867,1.633220000365139
1751759755.5950878,-1.3016397375467443,1.7311925758408506,-1.226574717144869,1.6386434392245377
1751759755.6958523,-1.3106919121362215,1.7673389185418882,-1.2072422118594341,1.646573681772221
1751759755.7663186,-1.2887210268619098,1.7617290150832863,-1.1947905428446912,1.6515167383756109
1751759755.8666854,-1.2525832831745856,1.7521751331154332,-1.1760488616484517,1.6587826741561207
1751759755.9361122,-1.205365269844772,1.7255464616046652,-1.1627669784231358,1.6637588812120367
1751759756.0368185,-1.230184124068378,1.7856218768366412,-1.143535271755149,1.6708142315635175
1751759756.1060987,-1.1634413034335553,1.729904886898288,-1.1313176906402953,1.6752463630601175
1751759756.206363,-1.1988490270571093,1.8066519671541867,-1.1138990276473586,1.6815188573342514
1751759756.2768912,-1.18043725106623,1.8045878256599552,-1.1027457070466766,1.6854475054489526
1751759756.37667,-1.1805980478181868,1.8277781389191248,-1.087093505508469,1.6908270192825463
1751759756.446031,-1.1543622050947864,1.8097754268508746,-1.0773878968480959,1.6940902652868608
1751759756.5470648,-1.1322008705123603,1.7837064211782152,-1.0635590593928221,1.6986865323035285
1751759756.6169786,-1.1374371868582498,1.8193419716096548,-1.0549531471709244,1.701511323098045
1751759756.7178347,-1.1151390742857175,1.8006404306472614,-1.0429642380680304,1.7053982298920454
1751759756.7872052,-1.1011590849044188,1.8134529391837193,-1.035845823967856,1.7076986676604229
1751759756.8876872,-1.1024200104247919,1.8230059123459994,-1.025715276644641,1.7109350975437738
1751759756.956846,-1.08727135351819,1.8289310980061722,-1.0189585276823803,1.7130797089777274
1751759757.058171,-1.0738816460919904,1.8305751230887177,-1.0099378893340192,1.7159053093616312
1751759757.128267,-1.0702853267149013,1.8408487058696172,-1.0046731551287593,1.7175394952328285
1751759757.2287786,-1.0524660394065937,1.8201725421991208,-0.9967873780117548,1.7199913548068537
1751759757.2988117,-1.069013291182746,1.8549884544188127,-0.9919123576171057,1.7215397535112307
1751759757.3987503,-1.047955150531651,1.8224803701435717,-0.9851492789726373,1.7236572705501112
1751759757.4685183,-1.0532006030310823,1.8453079627731956,-0.9806463393485096,1.7250790470470956
1751759757.5693026,-1.0621703494363353,1.869548805740449,-0.9738841895819594,1.7272112669903117
1751759757.6398284,-1.0579327252894566,1.8777728725895813,-0.9701174005576599,1.728380957739373
1751759757.739956,-1.0346260189864946,1.8449625998237267,-0.9644834674038739,1.730117359505371
1751759757.809892,-1.0356485947078315,1.8564427833317676,-0.9618351138020215,1.7309505610809
1751759757.910857,-1.0236563196698136,1.8373647687210284,-0.9618299321980328,1.7309516419811546
1751759757.980756,-1.049618824681064,1.8745984645803195,-0.9618264579640826,1.7309529109422348
1751759758.0806754,-1.0144624876061794,1.8264437895336625,-0.9618308284366025,1.7309509911301906
1751759758.1580305,-1.0102228178165313,1.8242439398264865,-0.9618330028862052,1.7309500360277208
1751759758.2510488,-1.0197189708933632,1.8359651402235782,-0.961832264953516,1.7309499274050542
1751759758.321824,-1.0279706915008677,1.8558657179529938,-0.9618303965625592,1.7309502317274044
1751759758.4219167,-1.0318363389808431,1.8686661316335524,-0.9618278801560332,1.730950634484909
1751759758.4913812,-1.0363461603992121,1.860075973699642,-0.9618278474394023,1.7309505001772245
1751759758.5918171,-1.027483894859116,1.8400519041181609,-0.9618292840733189,1.730949676831938
1751759758.661738,-1.0338911617948896,1.8362479165564656,-0.9618308173775492,1.7309489745334323
1751759758.7615616,-1.0037503671860915,1.7916968774467508,-0.9618317645762224,1.7309483742182334
1751759758.8314435,-1.0372431967951252,1.8593338874804997,-0.961831197813284,1.7309483621510422
1751759758.9329958,-1.0331401220830516,1.863102434619912,-0.9618294590764294,1.7309487251787439
1751759759.0025473,-1.031826714981467,1.862366574168651,-0.9618286485753564,1.7309488982400234
1751759759.102894,-1.0401027249514283,1.8810508171162892,-0.9618288069172571,1.7309487978552325
1751759759.172896,-1.02960588983017,1.852963996806669,-0.9618296285117769,1.7309485512748142
1751759759.2732265,-1.039422291320799,1.877947890471082,-0.9618308052595748,1.7309482403270668
1751759759.3415668,-1.0253818746233188,1.8451564241629945,-0.9618310580538567,1.7309482382239034
1751759759.4428678,-1.031363937925982,1.8527822181072584,-0.9618304195337015,1.7309485835064637
1751759759.512504,-1.0369346921014275,1.8629136729470614,-0.9618297478905293,1.7309489085906942
1751759759.6138012,-1.0258642307477808,1.8526329282170764,-0.9618292503831777,1.7309492594439047
1751759759.6837387,-1.038898552168231,1.8687626253538443,-0.9618294734504188,1.730949332764357
1751759759.7907896,-1.0259790286275097,1.8578394931331512,-0.9618300016419817,1.7309493156973854
1751759759.8531122,-1.0460610476150574,1.8693096325540013,-0.9607281295411079,1.7312920322971372
1751759759.9539003,-1.0255870490932366,1.8521252979490512,-0.9507976120804805,1.7343726551591234
1751759760.0236435,-0.9911455174166921,1.8516756888835082,-0.9386572362738429,1.7381310925482993
1751759760.1244838,-0.9771430290697677,1.8587186467156473,-0.9182958765979359,1.744295817526449
1751759760.1948652,-0.9510839729630709,1.8559900488697287,-0.9054335420919916,1.748034776213446
1751759760.2950127,-0.9632908168509959,1.8812843816620162,-0.8845563122871571,1.7538510291431046
1751759760.3646836,-0.9185391363238448,1.8422736505522481,-0.8704686196873257,1.757617470129151
1751759760.465004,-0.9145203953151635,1.8724743617904227,-0.8502290908417314,1.7627948453208584
1751759760.5351613,-0.8843249378609617,1.86528540850679,-0.8372078030513672,1.765975168203018
1751759760.6356647,-0.8792526920149547,1.8933366063964636,-0.816130875034793,1.7709881548659632
1751759760.7055387,-0.8610381971313043,1.8910931642590865,-0.8030915798142783,1.7740632997714743
1751759760.8058412,-0.8429460821994176,1.8890212180599366,-0.781224845684806,1.7791757750920598
1751759760.8757217,-0.8276720883728409,1.8912557193830868,-0.7674038675863248,1.7823749864881824
1751759760.9754555,-0.8128769515302374,1.8976519254266728,-0.7458651402251103,1.787257505942214
1751759761.0459359,-0.7792651846149855,1.8978166479283345,-0.7312067044503449,1.7903460982571822
1751759761.1465218,-0.774960982581299,1.9189681612939458,-0.7100120261607719,1.7947736851701723
1751759761.2164483,-0.7496662639368168,1.9352163191723462,-0.6969171048042079,1.7974973035638415
1751759761.3278403,-0.7263721593369098,1.9487644040896326,-0.6822702146502766,1.8005370827981997
1751759761.3866682,-0.704086494247711,1.9230648330379376,-0.6610610358795278,1.8048875427136895
1751759761.4867582,-0.6892892807126716,1.9488707865235833,-0.6394408882979511,1.809244760621381
1751759761.5563295,-0.670670592250738,1.953295404771688,-0.6251406036891672,1.8120353283243664
1751759761.6571617,-0.6532422362621236,1.9422430948435327,-0.603919454915428,1.8163083778170648
1751759761.7261808,-0.6254855242431442,1.9433006670523676,-0.5892286269957205,1.8192088372884871
1751759761.828098,-0.6175211179647413,1.9460030475898915,-0.5671967396581982,1.8234988602564675
1751759761.8974068,-0.6009725784696446,1.9413265332425498,-0.5540407372407584,1.826046653268686
1751759761.9975693,-0.5948203928179203,1.9873410001776948,-0.5327660990801132,1.8301675234277732
1751759762.0673547,-0.5500896038370131,1.9480954402658623,-0.5184518804012118,1.8329040037014717
1751759762.1678264,-0.5369274358927949,1.9567667320984612,-0.4971654906731261,1.836922184883333
1751759762.2367535,-0.509035543578611,1.9478621043378064,-0.4828075658268178,1.8394769364636523
1751759762.3380187,-0.4938601517566457,1.9591047137859348,-0.462245925955064,1.8430398056448358
1751759762.4072146,-0.4770112122299702,1.9764171267088966,-0.44904952392654285,1.8452752282464557
1751759762.5077302,-0.47271219396224756,1.9981106195759624,-0.4269219428551174,1.8490258986943733
1751759762.5777643,-0.4568384999911857,1.9898583924733697,-0.41294177157214323,1.8514066201260604
1751759762.6781902,-0.4379162288374143,1.9837204655347314,-0.3911884722744532,1.8550844582839596
1751759762.7480302,-0.42023941443079266,1.9838077698456278,-0.3768036849935171,1.8574522601112184
1751759762.8488886,-0.39334919609444174,1.9826220618228518,-0.3554045582567649,1.8608861258202414
1751759762.9184263,-0.3673059394992688,1.9948107522503447,-0.34057683439841496,1.8630498829810156
1751759763.019055,-0.3528563523584211,2.0177547331431485,-0.3194569747180262,1.8657770295258242
1751759763.0882728,-0.32540812839641337,1.9828507692067698,-0.30612582832416135,1.86727085721074
1751759763.189881,-0.3068264090772574,2.000920793572782,-0.28453586639076855,1.869331896887119
1751759763.2593782,-0.2842220114570959,2.0076724336696086,-0.270388789792468,1.8705126143144546
1751759763.36068,-0.26993708562085106,1.9882780104055902,-0.24954270785991847,1.8719797198267718
1751759763.430229,-0.24661474199964936,2.0238327675860437,-0.23459018108456992,1.8728426570936179
1751759763.5307012,-0.23053067643323216,2.0384765302604504,-0.21332435451789353,1.8738139395824693
1751759763.600005,-0.20633148814626442,1.9776529401347227,-0.1999311376998853,1.8742794668690947
1751759763.7008922,-0.18921353071973776,1.9909548018141858,-0.17826634398126603,1.8748611313702224
1751759763.7705648,-0.1725288081564063,2.021994385280845,-0.16408108233679602,1.8751304684776602
1751759763.8705854,-0.1621526571449557,1.9867153668152249,-0.14240685779634682,1.8753512966840167
1751759763.9407592,-0.13882831928882217,1.9958756375761237,-0.12782499260845334,1.8753927859587296
1751759764.0405507,-0.11645957609064175,2.0006719909744,-0.10615489602706539,1.8752761354774463
1751759764.1104348,-0.09294266716360759,2.0112683751316003,-0.09119231374073963,1.8751227085328044
1751759764.211078,-0.07987490662818847,2.0201117898925838,-0.0699236066489047,1.8748365712912194
1751759764.2811236,-0.061840664361153146,1.9995549477216112,-0.05652964127421739,1.8746139583055037
1751759764.3811858,-0.053954793967043675,2.0309538177236077,-0.034866002367198515,1.8741522544236038
1751759764.4622238,-0.025927560209581667,1.9977369136966576,-0.020685509156582387,1.8737377712991574
1751759764.5516906,-0.01268815140041266,2.0009256948183705,0.0001900532199927302,1.872964150623436
1751759764.6210852,0.015998609152307885,2.0345077699555247,0.015156049514983227,1.8721936367861818
1751759764.7222397,0.02998507338114336,1.9739572524000797,0.03640651399059442,1.870756445391631
1751759764.7930746,0.05092743409285181,1.9882615641347359,0.05133143104567267,1.8695395778042752
1751759764.8924813,0.06644482774351924,2.0092094883102396,0.0737200216592682,1.8675078960218288
1751759764.9623466,0.09495050973533947,1.980977295223536,0.08823038630681784,1.8658794633503484
1751759765.0626142,0.11714328272516242,2.01754932840148,0.10973962595768535,1.862934466472012
1751759765.1320393,0.14149696919820945,2.0307204926326423,0.12454382272286185,1.8605846498014775
1751759765.232568,0.1550670189824917,2.0027138532185447,0.1466756162943662,1.8565160222925958
1751759765.302587,0.1774486202172456,1.994725673030883,0.16135544161373047,1.8533488148190387
1751759765.4031982,0.1895476000572744,1.984015739388009,0.18315766056782334,1.8477656688366522
1751759765.472928,0.21431670515949747,1.962328839467581,0.19761484641152421,1.8437056205089817
1751759765.5740116,0.24243118952921464,1.9493088610090101,0.21905704892086636,1.8368086936951353
1751759765.6429617,0.2701224096611195,1.9787637046476731,0.23241385508361417,1.831900754910122
